0    , 114.855  
0.99 , 112.216 
1.97 , 112.152 
2.96 , 111.337   
3.95 , 108.275 
4.93 , 106.929  
5.92  , 104.299  
6.91 , 103.377 
7.89  , 99.788 
8.88  , 98.292 
9.87 , 93.292 
10.86 , 89.007 
11.85 , 84.418 
12.83 , 77.557 
13.82 , 69.840  
14.81 , 61.664  
15.79 , 53.202   
16.78 , 42.037 
17.77 , 31.698 
18.76 , 23.749  
19.74 , 12.139 
